id,phrase,source,source_snippet,meaning,keywords,style,gender,wuxing,quality,combos,created_at
156,然,单字,,自然、坦然,['阳光开朗'],"['现代简约', '清新自然', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.667192
157,恺,单字,,和乐、快乐,['阳光开朗'],"['古风典雅', '温柔婉约', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.668103
158,畅,单字,,舒畅、畅快,['阳光开朗'],"['现代简约', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.669312
159,曦,单字,,晨光、阳光,['阳光开朗'],"['诗意浪漫', '清新自然', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.670455
160,昭,单字,,光明、显著,['阳光开朗'],"['大气豪迈', '古风典雅', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.671611
161,美,单字,,美丽、美好,['美丽俊俏'],"['温柔婉约', '现代简约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.672406
162,丽,单字,,美丽、秀丽,['美丽俊俏'],"['温柔婉约', '清新自然', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.673297
163,雅,单字,,优雅、高尚,['美丽俊俏'],"['古风典雅', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.674072
164,婷,单字,,娉婷、美好,['美丽俊俏'],"['温柔婉约', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.675066
165,嫣,单字,,嫣然、美好,['美丽俊俏'],"['诗意浪漫', '可爱灵动', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.675968
166,姝,单字,,美好、女子,['美丽俊俏'],"['古风典雅', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.676843
167,倩,单字,,美丽、含笑,['美丽俊俏'],"['可爱灵动', '独特个性', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.678061
168,秀,单字,,秀丽、优秀,['美丽俊俏'],"['清新自然', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.679004
169,婉,单字,,温婉、柔和,['美丽俊俏'],"['温柔婉约', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.679765
170,娇,单字,,娇美、可爱,['美丽俊俏'],"['可爱灵动', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.680406
171,勇,单字,,勇敢、胆识,['勇敢坚强'],"['大气豪迈', '现代简约', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.68126
172,刚,单字,,刚强、坚强,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.682214
173,毅,单字,,坚毅、果断,['勇敢坚强'],"['稳重成熟', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.682986
174,强,单字,,强大、坚强,['勇敢坚强'],"['大气豪迈', '现代简约', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.683857
175,坚,单字,,坚定、牢固,['勇敢坚强'],"['稳重成熟', '古风典雅', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.684718
176,果,单字,,果敢、果断,['勇敢坚强'],"['现代简约', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.685528
177,敢,单字,,勇敢、敢于,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.686409
178,铮,单字,,铮铮、刚正,['勇敢坚强'],"['大气豪迈', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.687168
179,悍,单字,,勇敢、强悍,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.687866
180,雄,单字,,英雄、雄壮,['勇敢坚强'],"['大气豪迈', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.688669
181,福,单字,,福气、幸福,['幸福美满'],"['稳重成熟', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.68958
182,喜,单字,,喜悦、欢喜,['幸福美满'],"['可爱灵动', '现代简约', '幸福美满']",B,,4,[],2026-04-27 14:38:25.690253
183,乐,单字,,快乐、安乐,['幸福美满'],"['阳光开朗', '可爱灵动', '幸福美满']",B,,4,[],2026-04-27 14:38:25.691021
184,嘉,单字,,美好、赞美,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.69176
185,欣,单字,,欣喜、欢欣,['幸福美满'],"['清新自然', '阳光开朗', '幸福美满']",B,,4,[],2026-04-27 14:38:25.692754
186,悦,单字,,喜悦、愉快,['幸福美满'],"['温柔婉约', '诗意浪漫', '幸福美满']",B,,4,[],2026-04-27 14:38:25.693742
187,满,单字,,圆满、满足,['幸福美满'],"['大气豪迈', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.694782
188,圆,单字,,圆满、周全,['幸福美满'],"['现代简约', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.695682
189,怡,单字,,愉悦、快乐,['幸福美满'],"['温柔婉约', '诗意浪漫', '幸福美满']",B,,4,[],2026-04-27 14:38:25.696831
190,祯,单字,,吉祥、幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.697886
191,艺,单字,,才艺、艺术,['才华艺术'],"['独特个性', '现代简约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.69869
192,才,单字,,才华、才能,['才华艺术'],"['现代简约', '大气豪迈', '才华艺术']",B,,4,[],2026-04-27 14:38:25.699682
193,文,单字,,文采、文化,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.700419
194,墨,单字,,笔墨、书画,['才华艺术'],"['诗意浪漫', '古风典雅', '才华艺术']",B,,4,[],2026-04-27 14:38:25.700989
195,书,单字,,书法、读书,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.701588
196,画,单字,,绘画、艺术,['才华艺术'],"['诗意浪漫', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.702228
197,琴,单字,,琴艺、音乐,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.703094
198,诗,单字,,诗意、文学,['才华艺术'],"['诗意浪漫', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.704087
199,韵,单字,,韵味、风韵,['才华艺术'],"['诗意浪漫', '古风典雅', '才华艺术']",B,,4,[],2026-04-27 14:38:25.70519
200,弦,单字,,弦乐、乐器,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.706116
201,禾,补充单字,,五谷丰登，安康,['平安健康'],"['清新自然', '现代简约', '平安健康']",B,,4,[],2026-04-27 14:38:25.707258
202,芮,补充单字,,小草初生，生机,['平安健康'],"['清新自然', '可爱灵动', '平安健康']",B,,4,[],2026-04-27 14:38:25.70817
203,璟,补充单字,,玉之光，平安,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.708896
204,屹,补充单字,,屹立不倒,['平安健康'],"['大气豪迈', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.709709
205,晞,补充单字,,破晓安康,['平安健康'],"['诗意浪漫', '清新自然', '平安健康']",B,,4,[],2026-04-27 14:38:25.710837
206,珩,补充单字,,佩玉平安,['平安健康'],"['古风典雅', '独特个性', '平安健康']",B,,4,[],2026-04-27 14:38:25.711732
207,燊,补充单字,,旺盛安康,['平安健康'],"['大气豪迈', '独特个性', '平安健康']",B,,4,[],2026-04-27 14:38:25.712707
208,珵,补充单字,,玉之平安,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.713587
209,歆,补充单字,,欣喜安康,['平安健康'],"['温柔婉约', '诗意浪漫', '平安健康']",B,,4,[],2026-04-27 14:38:25.714305
210,颐,补充单字,,养身安适,['平安健康'],"['古风典雅', '诗意浪漫', '平安健康']",B,,4,[],2026-04-27 14:38:25.715154
211,宥,补充单字,,宽宥平安,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.715921
212,晏,补充单字,,天清日晏,['平安健康'],"['诗意浪漫', '古风典雅', '平安健康']",B,,4,[],2026-04-27 14:38:25.716664
213,栩,补充单字,,栩栩如生,['平安健康'],"['现代简约', '清新自然', '平安健康']",B,,4,[],2026-04-27 14:38:25.717424
214,珞,补充单字,,璎珞平安,['平安健康'],"['温柔婉约', '独特个性', '平安健康']",B,,4,[],2026-04-27 14:38:25.718376
215,甯,补充单字,,安宁之心,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.719183
216,禾安,补充二字词,,五谷丰登之安,['平安健康'],"['清新自然', '现代简约', '平安健康']",B,,4,[],2026-04-27 14:38:25.71995
217,芮宁,补充二字词,,初生之宁,['平安健康'],"['清新自然', '可爱灵动', '平安健康']",B,,4,[],2026-04-27 14:38:25.720691
218,璟和,补充二字词,,玉之温和,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.721408
219,屹然,补充二字词,,屹立安然,['平安健康'],"['大气豪迈', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.72225
220,晞光,补充二字词,,晨光安康,['平安健康'],"['诗意浪漫', '清新自然', '平安健康']",B,,4,[],2026-04-27 14:38:25.723123
221,珩安,补充二字词,,佩玉平安,['平安健康'],"['古风典雅', '独特个性', '平安健康']",B,,4,[],2026-04-27 14:38:25.723962
222,燊宁,补充二字词,,旺盛安宁,['平安健康'],"['大气豪迈', '独特个性', '平安健康']",B,,4,[],2026-04-27 14:38:25.724757
223,歆安,补充二字词,,欣喜平安,['平安健康'],"['温柔婉约', '诗意浪漫', '平安健康']",B,,4,[],2026-04-27 14:38:25.725595
224,颐和,补充二字词,,养身平和,['平安健康'],"['古风典雅', '诗意浪漫', '平安健康']",B,,4,[],2026-04-27 14:38:25.726495
225,宥安,补充二字词,,宽宥平安,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.727269
226,晏如,补充二字词,,天清日晏,['平安健康'],"['诗意浪漫', '古风典雅', '平安健康']",B,,4,[],2026-04-27 14:38:25.728036
227,栩然,补充二字词,,生动自然,['平安健康'],"['现代简约', '清新自然', '平安健康']",B,,4,[],2026-04-27 14:38:25.728739
228,珞安,补充二字词,,璎珞平安,['平安健康'],"['温柔婉约', '独特个性', '平安健康']",B,,4,[],2026-04-27 14:38:25.729716
229,甯和,补充二字词,,安宁平和,['平安健康'],"['古风典雅', '稳重成熟', '平安健康']",B,,4,[],2026-04-27 14:38:25.730741
230,载安,补充二字词,,承载平安,['平安健康'],"['大气豪迈', '古风典雅', '平安健康']",B,,4,[],2026-04-27 14:38:25.731875
231,奕,补充单字,,神采奕奕,['聪明智慧'],"['大气豪迈', '现代简约', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.733245
232,昱,补充单字,,日光智慧,['聪明智慧'],"['阳光开朗', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.734291
233,珩,补充单字,,玉之智慧,['聪明智慧'],"['古风典雅', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.735165
234,瑾,补充单字,,美玉智慧,['聪明智慧'],"['温柔婉约', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.736315
235,瑜,补充单字,,智慧如瑜,['聪明智慧'],"['古风典雅', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.737113
236,琛,补充单字,,珍宝智慧,['聪明智慧'],"['古风典雅', '独特个性', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.738076
237,璋,补充单字,,玉之智,['聪明智慧'],"['大气豪迈', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.739123
238,璇,补充单字,,美玉智慧,['聪明智慧'],"['温柔婉约', '诗意浪漫', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.739963
239,璟,补充单字,,玉光智慧,['聪明智慧'],"['古风典雅', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.740701
240,皙,补充单字,,明辨智慧,['聪明智慧'],"['现代简约', '独特个性', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.741347
241,觉,补充单字,,觉悟智慧,['聪明智慧'],"['诗意浪漫', '独特个性', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.741917
242,鉴,补充单字,,明鉴智慧,['聪明智慧'],"['稳重成熟', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.742418
243,识,补充单字,,见识广博,['聪明智慧'],"['现代简约', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.74296
244,晰,补充单字,,清晰明辨,['聪明智慧'],"['现代简约', '清新自然', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.743507
245,昭,补充单字,,昭然若揭,['聪明智慧'],"['大气豪迈', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.744001
246,奕辰,补充二字词,,神采星辰,['聪明智慧'],"['大气豪迈', '现代简约', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.745
247,昱辰,补充二字词,,日光星辰,['聪明智慧'],"['阳光开朗', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.746101
248,瑾瑜,补充二字词,,美玉智慧,['聪明智慧'],"['温柔婉约', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.747067
249,琛瑞,补充二字词,,珍宝祥瑞,['聪明智慧'],"['古风典雅', '独特个性', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.747922
250,璋明,补充二字词,,玉之明达,['聪明智慧'],"['大气豪迈', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.748765
251,璇玑,补充二字词,,北斗智慧,['聪明智慧'],"['温柔婉约', '诗意浪漫', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.749708
252,璟睿,补充二字词,,玉光睿智,['聪明智慧'],"['古风典雅', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.750601
253,皙明,补充二字词,,明辨通达,['聪明智慧'],"['现代简约', '独特个性', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.751437
254,觉明,补充二字词,,觉悟明理,['聪明智慧'],"['诗意浪漫', '独特个性', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.752437
255,鉴远,补充二字词,,明鉴深远,['聪明智慧'],"['稳重成熟', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.753325
256,识远,补充二字词,,见识远大,['聪明智慧'],"['现代简约', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.754291
257,晰然,补充二字词,,清晰了然,['聪明智慧'],"['现代简约', '清新自然', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.75542
258,昭然,补充二字词,,昭然明达,['聪明智慧'],"['大气豪迈', '古风典雅', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.756331
259,明睿,补充二字词,,明智睿达,['聪明智慧'],"['稳重成熟', '现代简约', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.757171
260,思齐,补充二字词,,见贤思齐,['聪明智慧'],"['古风典雅', '稳重成熟', '聪明智慧']",B,,4,[],2026-04-27 14:38:25.757756
261,宸,补充单字,,帝王之气,['事业有成'],"['大气豪迈', '古风典雅', '事业有成']",B,,4,[],2026-04-27 14:38:25.758616
262,泽,补充单字,,恩泽润物,['事业有成'],"['大气豪迈', '稳重成熟', '事业有成']",B,,4,[],2026-04-27 14:38:25.759472
263,霖,补充单字,,甘霖济世,['事业有成'],"['大气豪迈', '诗意浪漫', '事业有成']",B,,4,[],2026-04-27 14:38:25.760135
264,航,补充单字,,扬帆起航,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.760929
265,锦,补充单字,,前程似锦,['事业有成'],"['大气豪迈', '古风典雅', '事业有成']",B,,4,[],2026-04-27 14:38:25.761751
266,凯,补充单字,,凯旋而归,['事业有成'],"['大气豪迈', '现代简约', '事业有成']",B,,4,[],2026-04-27 14:38:25.762479
267,鹏,补充单字,,大鹏展翅,['事业有成'],"['大气豪迈', '独特个性', '事业有成']",B,,4,[],2026-04-27 14:38:25.763336
268,鸿,补充单字,,鸿图大展,['事业有成'],"['大气豪迈', '古风典雅', '事业有成']",B,,4,[],2026-04-27 14:38:25.764111
269,臻,补充单字,,日益臻善,['事业有成'],"['稳重成熟', '古风典雅', '事业有成']",B,,4,[],2026-04-27 14:38:25.765045
270,昂,补充单字,,昂首向前,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.765886
271,凌,补充单字,,凌云壮志,['事业有成'],"['大气豪迈', '独特个性', '事业有成']",B,,4,[],2026-04-27 14:38:25.766645
272,攀,补充单字,,攀登高峰,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.767403
273,跻,补充单字,,跻身前列,['事业有成'],"['现代简约', '独特个性', '事业有成']",B,,4,[],2026-04-27 14:38:25.768205
274,烨,补充单字,,光辉事业,['事业有成'],"['大气豪迈', '诗意浪漫', '事业有成']",B,,4,[],2026-04-27 14:38:25.769008
275,韬,补充单字,,韬光养晦,['事业有成'],"['古风典雅', '稳重成熟', '事业有成']",B,,4,[],2026-04-27 14:38:25.769801
276,沐宸,补充二字词,,如沐宸光,['事业有成'],"['大气豪迈', '现代简约', '事业有成']",B,,4,[],2026-04-27 14:38:25.77088
277,锦程,补充二字词,,锦绣前程,['事业有成'],"['大气豪迈', '古风典雅', '事业有成']",B,,4,[],2026-04-27 14:38:25.771821
278,凯泽,补充二字词,,凯旋恩泽,['事业有成'],"['大气豪迈', '稳重成熟', '事业有成']",B,,4,[],2026-04-27 14:38:25.772815
279,鸿渐,补充二字词,,鸿渐于磐,['事业有成'],"['古风典雅', '稳重成熟', '事业有成']",B,,4,[],2026-04-27 14:38:25.773638
280,臻善,补充二字词,,日益臻善,['事业有成'],"['稳重成熟', '古风典雅', '事业有成']",B,,4,[],2026-04-27 14:38:25.7745
281,昂然,补充二字词,,昂首向前,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.775378
282,凌云,补充二字词,,凌云壮志,['事业有成'],"['大气豪迈', '独特个性', '事业有成']",B,,4,[],2026-04-27 14:38:25.776279
283,跻攀,补充二字词,,跻身攀登,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.777176
284,烨然,补充二字词,,光辉灿烂,['事业有成'],"['大气豪迈', '诗意浪漫', '事业有成']",B,,4,[],2026-04-27 14:38:25.778223
285,韬光,补充二字词,,韬光养晦,['事业有成'],"['古风典雅', '稳重成熟', '事业有成']",B,,4,[],2026-04-27 14:38:25.779363
286,振宇,补充二字词,,振翅宇宙,['事业有成'],"['大气豪迈', '现代简约', '事业有成']",B,,4,[],2026-04-27 14:38:25.78069
287,启航,补充二字词,,开启航程,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.781835
288,立诚,补充二字词,,立业诚信,['事业有成'],"['稳重成熟', '现代简约', '事业有成']",B,,4,[],2026-04-27 14:38:25.783417
289,建功,补充二字词,,建立功业,['事业有成'],"['现代简约', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.784115
290,旭升,补充二字词,,旭日东升,['事业有成'],"['阳光开朗', '大气豪迈', '事业有成']",B,,4,[],2026-04-27 14:38:25.784787
291,璋,补充单字,,玉之富贵,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.785704
292,璐,补充单字,,宝玉富贵,['富贵财富'],"['温柔婉约', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.787181
293,璟,补充单字,,玉光财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.788148
294,琛,补充单字,,珍宝财富,['富贵财富'],"['古风典雅', '独特个性', '富贵财富']",B,,4,[],2026-04-27 14:38:25.789104
295,珵,补充单字,,玉之财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.789823
296,珩,补充单字,,佩玉财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.790397
297,瑄,补充单字,,璧玉财富,['富贵财富'],"['古风典雅', '独特个性', '富贵财富']",B,,4,[],2026-04-27 14:38:25.790975
298,璜,补充单字,,半璧财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.791549
299,琮,补充单字,,玉琮财富,['富贵财富'],"['古风典雅', '独特个性', '富贵财富']",B,,4,[],2026-04-27 14:38:25.792064
300,玥,补充单字,,神珠财富,['富贵财富'],"['温柔婉约', '诗意浪漫', '富贵财富']",B,,4,[],2026-04-27 14:38:25.792632
301,琳,补充单字,,美玉财富,['富贵财富'],"['温柔婉约', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.7943
302,琅,补充单字,,琅玕财富,['富贵财富'],"['古风典雅', '独特个性', '富贵财富']",B,,4,[],2026-04-27 14:38:25.795161
303,玙,补充单字,,宝玉财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.795833
304,琤,补充单字,,玉声财富,['富贵财富'],"['独特个性', '诗意浪漫', '富贵财富']",B,,4,[],2026-04-27 14:38:25.796486
305,琥,补充单字,,琥珀财富,['富贵财富'],"['独特个性', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.797162
306,璋瑞,补充二字词,,玉之祥瑞,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.797769
307,璐瑶,补充二字词,,美玉珍宝,['富贵财富'],"['温柔婉约', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.798342
308,璟琛,补充二字词,,玉光珍宝,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.798877
309,珵珩,补充二字词,,双玉财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.79944
310,瑄玥,补充二字词,,璧玉神珠,['富贵财富'],"['古风典雅', '独特个性', '富贵财富']",B,,4,[],2026-04-27 14:38:25.800242
311,琳琅,补充二字词,,美玉满堂,['富贵财富'],"['温柔婉约', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.801037
312,玙璠,补充二字词,,宝玉财富,['富贵财富'],"['古风典雅', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.801797
313,琤琮,补充二字词,,玉声财富,['富贵财富'],"['独特个性', '诗意浪漫', '富贵财富']",B,,4,[],2026-04-27 14:38:25.80249
314,金璐,补充二字词,,金玉富贵,['富贵财富'],"['大气豪迈', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.803054
315,玉琛,补充二字词,,玉之珍宝,['富贵财富'],"['温柔婉约', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.803653
316,宝璋,补充二字词,,宝玉之璋,['富贵财富'],"['稳重成熟', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.804267
317,瑞霖,补充二字词,,祥瑞甘霖,['富贵财富'],"['大气豪迈', '诗意浪漫', '富贵财富']",B,,4,[],2026-04-27 14:38:25.80498
318,丰璟,补充二字词,,丰盛玉光,['富贵财富'],"['大气豪迈', '稳重成熟', '富贵财富']",B,,4,[],2026-04-27 14:38:25.805795
319,裕琛,补充二字词,,富足珍宝,['富贵财富'],"['稳重成熟', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.80675
320,昌瑜,补充二字词,,昌盛美玉,['富贵财富'],"['大气豪迈', '古风典雅', '富贵财富']",B,,4,[],2026-04-27 14:38:25.807526
321,懿,补充单字,,美好品德,['品德高尚'],"['古风典雅', '稳重成熟', '品德高尚']",B,,4,[],2026-04-27 14:38:25.80825
322,懋,补充单字,,勤勉品德,['品德高尚'],"['古风典雅', '稳重成熟', '品德高尚']",B,,4,[],2026-04-27 14:38:25.80903
323,恪,补充单字,,恭敬谨慎,['品德高尚'],"['古风典雅', '稳重成熟', '品德高尚']",B,,4,[],2026-04-27 14:38:25.809715
324,恂,补充单字,,诚信踏实,['品德高尚'],"['古风典雅', '稳重成熟', '品德高尚']",B,,4,[],2026-04-27 14:38:25.810413
325,忱,补充单字,,热忱真诚,['品德高尚'],"['现代简约', '稳重成熟', '品德高尚']",B,,4,[],2026-04-27 14:38:25.811127
326,恺,补充单字,,和善可亲,['品德高尚'],"['古风典雅', '温柔婉约', '品德高尚']",B,,4,[],2026-04-27 14:38:25.811773
327,悌,补充单字,,友爱兄弟,['品德高尚'],"['古风典雅', '稳重成熟', '品德高尚']",B,,4,[],2026-04-27 14:38:25.812575
